"ID","Nom","Synonymes_existants","Code","Bdd","Comment_les_eviter_?","Qu'est-ce_que_j'en_fais_?","Que_va-t-il_devenir_?","nom_eco_organisme","filieres_REP"
"164","Fourniture scolaire ou de bureau","Agrafeuse / Scotch / Règle / Compas / Etiquettes / Gommettes / Trombone / Gomme / Pinceau / Pâte à modeler / Trousse / Cartable / Effaceur / Tipp-ex / Equerre / Blanco / Correcteur (stylo, ruban) / Ruban adhésif / Efface-encre / Transparent","ADEME_FOURNITURE","ademe","Réutilisez ! Avant de partir faire vos courses, faites le point sur l'état du matériel de l'année passée (règles, rapporteur, trousse, stylos, classeurs, etc.). Vous n'avez peut-être pas besoin de tout racheter. Préférez des produits portant un logo environnemental. Certains vous garantissent l'utilisation de produits en matières recyclées ou recyclables, des emballages également recyclés ou recyclables et en quantité limitée.","Remettez vos fournitures à une structure de réemploi si elles sont encore en bon état. Sinon jetez-les dans la poubelle des ordures ménagères.","Remises à une structure de réemploi, vos fournitures poursuivent une seconde vie. Jetées à la poubelle, elles suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"167","Fruits abîmés","Pomme abîmée / Poire abîmée / Abricot abîmé / Banane abîmée / Cerises abîmées / Raisins abîmés / Fraises abîmées / Tomates abîmées / Melon abîmé","ADEME_ALIMENTS","ademe","Comme beaucoup de résidus alimentaires, les fruits abîmés peuvent être valorisés par compostage. Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Compostez-les à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile. Sinon, jetez-les dans la poubelle des ordures ménagères.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetés à la poubelle, les fruits suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"168","Fruits de mer","Coquillages / Crustacés / Langoustines / Crevettes / Huîtres / Bigorneaux / Moules / Crabes","ADEME_ALIMENTS","ademe","Comme beaucoup de résidus alimentaires, les fruits de mer peuvent être valorisés par compostage. Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Compostez-les à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile. Sinon, jetez-les dans la poubelle des ordures ménagères.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetés à la poubelle, les fruits de mer suivent l'une des filières d'élimination des ordures ménagères : ils sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis en installation de stockage de déchets.",,
"169","Fumier",,"ADEME_ANIMAUX","sinoe",,"Stockez-le en fumière puis utilisez-le en tant qu'amendement dans votre jardin ou votre potager. Compostez-le à domicile. Apportez-le dans une unité de méthanisation ou de compostage.<br /><br />Sinon, déposez-le dans une déchèterie qui l'accepte.","Le fumier, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Déposé dans une unité de méthanisation, votre fumier pourra fournir au bout de quelques semaines une énergie renouvelable, le biogaz, et un fertilisant, le digestat. Déposé en déchèterie, il suit l'une des filières d'élimination des ordures ménagères : il est incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets.",,
"170","Fût (ou conteneur) en plastique","Bidon en plastique / Bidon de pétrole / Baril de pétrole","ADEME_PLASTIQUE","sinoe",,"Déposez-le en déchèterie (même vide).","Les fûts de matières non dangereuses sont recyclés. Les fûts de matières dangereuses (vides ou non) sont envoyés vers un incinérateur de produits dangereux où ils sont détruits (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouis dans une installation de stockage de déchets dangereux.",,
"171","Fût en métal","Bidon en métal","ADEME_METAL","ademe",,"S'il n'est pas consigné, jetez-le dans le bac, le sac ou le conteneur réservé aux emballages recyclables, selon les consignes de tri de votre commune.","L'acier et l'aluminium sont récupérés séparément dans les centres de tri et mis en paquets. L'acier est envoyé en aciérie où il est lavé, broyé et fondu pour être réintégré à la chaîne de production. L'aluminium est envoyé vers des centres d'affinage où il est lavé, broyé, fondu et purifié puis coulé en lingots. Les métaux ainsi récupérés sont renvoyés vers les industries clientes qui les transforment en de nouveaux produits.",,
"172","Galeries de voiture","Coffre de toit","ADEME_AUTOMOBILE","sinoe",,"Si elles sont encore en bon état, remettez-les à une structure de réemploi ou revendez-les.<br /><br />Sinon, apportez-les en déchèterie.","Remis à une structure de réemploi ou revendu, vos galeries poursuivent une seconde vie en tant que pièce d'occasion. Les accessoires déposés en déchèterie ou en casse sont triés et, selon leur nature, réorientés vers : - une filière de recyclage pour faire l'objet d'une valorisation matière (métaux et plastiques), - la filière des ordures ménagères pour être incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou être enfouis en installation de stockage de déchets.",,
"176","Gourde",,"ADEME_PRODUIT","ademe",,"Si elle est encore en bon état, remettez-la à une structure de réemploi. Sinon, jetez-la dans la poubelle des ordures ménagères.","Remis à une structure de réemploi, votre gourde poursuit une seconde vie. La gourde suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"178","Gravats","Remblai / Tout venant","ADEME_BTP","sinoe",,"Faites enlever vos gravats par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-les en déchèterie si vous réalisez des travaux vous-même et que la quantité de déchets à éliminer est limitée.<br /><br />Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Les gravats déposés en déchèterie, ou directement sur plate-forme de tri, peuvent être en grande partie valorisés comme matériaux de Travaux Publics (remblais, routes...) ou dans le cadre de réaménagement de carrière. A défaut, ils sont enfouis en installation de stockage de déchets inertes.",,
"179","Grillage",,"ADEME_METAL","sinoe",,"Vous pouvez revendre un grillage en métal à un ferrailleur.<br /><br />Sinon, déposez-le en déchèterie.","Revendu à un ferrailleur ou déposé en déchèterie, le fil de fer est repris par un récupérateur. Il est ensuite broyé, fondu et son métal recyclé dans des installations sidérurgiques.",,
"186","Huile de friture",,"ADEME_ALIMENTS","ademe",,"Déposez vos huiles de fritures en déchèterie. Il n'existe par de filière de collecte pour les huiles de fritures des particuliers.","Jetées à la poubelle, les huiles suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"188","Imperméabilisant",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le produit est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité).",,
"1","Accessoire automobile (et deux-roues) électronique","Détecteur radar / Radar de stationnement / Allume-cigare","ADEME_AUTOMOBILE","sinoe","Lors de l'achat d'un accessoire électronique pour votre automobile, assurez-vous qu'il bénéficie d'une bonne garantie réparation et faites-le durer autant que possible.","S'il est encore en bon état, remettez-le à une structure de réemploi ou revendez-le. Dans le cas où vous achetez un produit neuf équivalent, déposez l'ancien chez le revendeur. Sinon apportez-le en déchèterie.","Remis à une structure de réemploi ou revendu, votre appareil aura une seconde vie en tant que pièce d'occasion. Déposé en déchèterie ou remis à un revendeur, il suit la filière des Déchets d'Équipements Électriques et Électroniques (DEEE). Il est acheminé depuis le point de collecte jusqu'à un centre de traitement où il est démantelé et ses différents composants recyclables récupérés (métaux et plastiques). Les substances non-recyclables sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies dans des installations de stockage de déchets.",,
"2","Accessoires automobiles (et deux-roues) non électroniques","Jante / Rétroviseur / Phare / Kit de sécurité / Attelage / Chaîne de neige / Barre de remorquage","ADEME_AUTOMOBILE","sinoe","Depuis le 1er janvier 2017, à l'occasion d'une réparation de votre véhicule, vous pouvez demander à votre garagiste l'utilisation d'une pièce d'occasion venant d'un véhicule hors d'usage, à la place d'une pièce neuve. Ces pièces sont nettoyées, contrôlées et tracées par les centres de traitement de véhicules hors d'usage agréés par l'État.<br/>Beaucoup de véhicules destinés à être détruits sont porteurs de pièces exploitables. La récupération des pièces utilisables pour un deuxième usage participe à la réduction des déchets, en donnant une seconde vie à des biens en bon état.","Si l'accessoire est encore en bon état, remettez-le à une structure de réemploi ou revendez-le. Sinon apportez-le en déchèterie (selon le type d'accessoire).","Remis à une structure de réemploi ou revendu, votre appareil aura une seconde vie en tant que pièce d'occasion. Les accessoires déposés en déchèterie sont triés et, selon leur nature, réorientés vers :<br/>- une filière de recyclage pour faire l'objet d'une valorisation matière (métaux et plastiques),<br/>- la filière des ordures ménagères pour être incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou être enfouis en installation de stockage de déchets.",,
